temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
36C,NA,NA,NA,NA,NA,NA,NA
38C,6.25956202106895,0,-3,2.5,NaN,NaN,52.0674408587397
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,3.68031115590089,3,-2.5,NaN,0,133.329281773625
36C,0,1.58512445553142,3,-2.4999,NaN,0,165.241715268493
38C,0.86585949224379,8.38741084225433,3,-2.4999,NaN,NaN,9.65490365461705
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.494346027479462,2.69153230104436,3,2.50009999224525,-1.37423659359557,0.469458994432572,150.07190468997
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.38372862218661,0,3.00009398930049,2.5,-Inf,Inf,57.9232422268647
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.94367059895464,1.44919787227363,-2.9999,3.0001,NaN,NaN,347.490484836643
34C,1.88297055507326,1.08334326511225,-2.9999,3.0001,NaN,NaN,385.173774540323
36C,NA,NA,NA,NA,NA,NA,NA
38C,7.55528630635048,0,-3,3,NaN,NaN,72.4605311486068
40C,3.97441130070927,0,-3,3,NaN,NaN,119.155648341389
32C,0.499787737460728,0.502513853762867,3.0001,-2.99990138903715,NaN,NaN,369.301533631729
34C,0,3.83814157482159,3,-3,NaN,0,132.389511587345
36C,0,1.60941039946626,3,-2.9999,NaN,0,169.880408692117
38C,0.505479045023298,0.649958338710257,3.0001,-2.9999,NaN,NaN,376.395792870993
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.42990920420556,3,3.0001,-Inf,0,146.31829124268
34C,0.485727137781441,1.94163311538725,3,3.00008591976018,-2.08921193678414,0.500157032894035,144.508420725447
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.58471552190855,1.08334351212908,-2.9999,3.5001,NaN,NaN,385.173774536789
36C,13.9401882776551,0.253743404881822,-2.9999,3.5,NaN,NaN,16.1071333256025
38C,8.88896474614007,0,-3,3.5,NaN,NaN,89.8253442510968
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,3.99508198597677,3,-3.5,NaN,0,131.429504445285
36C,1.92422986596945,1.45548827061664,3,-3.4999,NaN,NaN,173.939916630949
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0.467463374686964,1.75795767097115,3,3.50009591491999,-2.57456005891758,0.477408605015627,144.774077764862
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.16781440165823,1.4491966432751,-2.9999,4.0001,NaN,NaN,347.49048484349
34C,NA,NA,NA,NA,NA,NA,NA
36C,13.9843109864261,0.10859947006503,-2.9999,4,NaN,NaN,16.5155634138125
38C,10.2449698216046,0,-3,4,NaN,NaN,104.432469635614
40C,1.5241257006383,0,-2.9999,4,NaN,NaN,260.970386820449
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,4.15100478130553,3,-4,NaN,0,130.45456663292
36C,2.8705404302691,1.42555428925589,3,-3.9999,NaN,NaN,177.262523976532
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0.434777454442443,1.5724928689772,3,4.00007119845255,-3.18954286328193,0.455371589905671,144.881331883559
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.50176013147534,1.44918498355471,-2.9999,4.5001,NaN,NaN,347.490484841735
34C,1.50092099224684,0.517466156847628,-2.9999,4.5001,NaN,NaN,660.816421612484
36C,14.3859697011983,0,-2.9999,4.5,NaN,NaN,17.1483841149974
38C,2.49145755746228,0,-2.9999,4.5,NaN,NaN,173.659580650483
40C,1.47390593557285,0,-2.9999,4.5,NaN,NaN,267.708788334155
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,4.30607055165182,3,-4.5,NaN,0,129.469772723948
36C,3.63944658242498,1.40983516167073,3,-4.4999,NaN,NaN,180.193115632852
38C,0.824438599575328,12.8788368479142,3,-4.4999,NaN,NaN,11.8914983463676
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.470470431142076,2.08376853586518,3,4.50006411605114,-2.71089848003671,0.387965140674343,149.454697553205
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.613958738428472,0.496559115896237,3.0001,4.5,-5.65455548152041,0.90791610849701,133.012424466629
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.56755252489676,0.503237233984546,-2.9999,5.0001,NaN,NaN,482.020179551939
34C,1.48674906197441,0.515458071248877,-2.9999,5.0001,NaN,NaN,654.669979325332
36C,15.9056600913183,0,-2.9999,5,NaN,NaN,20.4244412623309
38C,2.40943732927223,0,-2.9999,5,NaN,NaN,178.264743880842
40C,1.44708249107305,0,-2.9999,5,NaN,NaN,272.894472308628
32C,0.499894806794148,0.506701396930952,3.0001,-4.99990068811439,NaN,NaN,393.217932454449
34C,0,4.46048248017426,3,-5,NaN,0,128.479892038724
36C,4.32972803675305,1.39969641500535,3,-4.9999,NaN,NaN,182.823163683569
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.84115354395391,1.20366277278162,-3.4999,1e-04,NaN,NaN,352.165906181415
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.01421148962408,2.91106573634661,-3.4999,0,1,NaN,3.82963255598248
40C,1.41136452753987,3.19055161200535,-3.5,1e-04,NaN,NaN,315.647491857503
32C,0,3.95832633252319,3.5,6.44226403051756e-05,-Inf,0,160.308843258391
34C,0,3.44127978836391,3.5,0,NaN,NaN,151.916417332968
36C,0,1.29274232481575,3.5,1e-04,-Inf,0,145.679557745776
38C,NA,NA,NA,NA,NA,NA,NA
40C,0.536444493906149,1.29223379110479,3.5,1e-04,0.977530103113142,120.538524635939,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.64347649402926,1.44919433928377,-3.4999,0.5001,NaN,NaN,347.490484843297
34C,30.3713746513173,1.12901528541104,-3.4999,0.5,NaN,NaN,43.4104274877656
36C,3.957829915011,0.616702508529446,-3.4999,0.5001,NaN,NaN,220.93743524292
38C,3.99749813588659,1.89721364797687,-3.4999,0.5,NaN,NaN,5.05060172794339
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,4.1184622638334,3.5,-0.499999671758245,NaN,0,160.355404683746
34C,0,3.63064041041298,3.5,-0.5,NaN,0,151.259330508889
36C,0,1.32455200317424,3.5,-0.4999,NaN,0,150.677761044519
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.79734439138756,3.5,0.5001,-Inf,0,160.246653752666
34C,0,3.24994574214585,3.5,0.5,-Inf,0,152.528568238557
36C,0,1.26016581638656,3.5,0.5001,-Inf,0,140.580581980103
38C,0.786510265251519,2.05031284679493,3.5,0.5,-0.041733811513232,1.6386686728295,13.33926637456
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.56203983572168,0.585060311242842,-3.4999,1.0001,NaN,NaN,641.087635077957
36C,3.95782802112426,0.56706397441559,-3.4999,1.0001,NaN,NaN,220.937435242853
38C,3.97194480232643,0.873073931386037,-3.5,1,NaN,NaN,7.28381059363803
40C,1.60932917762269,3.04703988025287,-3.5,1,NaN,NaN,7.4426440453965
32C,0,4.27734860408305,3.5,-0.999997352173097,NaN,0,160.385846213507
34C,0,3.81799322705644,3.5,-1,NaN,0,150.560730293173
36C,0,1.35455707172482,3.5,-0.9999,NaN,0,155.55590949671
38C,0.691970667623829,5.2344170052878,3.5,-1,NaN,NaN,9.51779925282587
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.63487456950944,3.5,1.0001,-Inf,0,160.169420058997
34C,0,3.05651631963014,3.5,1,-Inf,0,153.092876392705
36C,0,1.2297831884067,3.5,1.0001,-Inf,0,135.344597668996
38C,0.765183937042243,0.894512244298238,3.5,1,-1.26129881437831,1.73030952961496,15.7319571484807
40C,1.21942094257919,3.07142260040732,3.5,1,0.0333095912325233,1.1788025294415,8.1177130102966
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.49927499414914,0.556581504238603,-3.4999,1.5001,NaN,NaN,675.459648361114
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.12407536810418,0,-3.5,1.5,NaN,NaN,11.0873768725218
40C,2.01444583543355,0,-3.5,1.5,NaN,NaN,21.3492629740613
32C,0,4.43449062467627,3.5,-1.4999,NaN,0,160.399783299035
34C,0,4.00361778037571,3.5,-1.5,NaN,0,149.824495931447
36C,0,1.38215465447915,3.5,-1.4999,NaN,0,160.281994650649
38C,0.665920489628623,6.28905835330892,3.5,-1.4999,NaN,NaN,9.49379300674302
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.47094419373202,3.5,1.5001,-Inf,0,160.077927967006
34C,0,2.86075722085121,3.5,1.5,-Inf,0,153.607020793977
36C,0,1.21475667910629,3.5,1.5001,-Inf,0,129.748918824013
38C,0.796286445876788,0,3.5,1.5,-Inf,Inf,18.6436993650824
40C,1.52863238689226,0,3.5000082227949,1.5,-Inf,Inf,22.4853862180663
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.51592373023763,0.512180185102901,-3.4999,2.0001,NaN,NaN,479.906021393765
34C,1.51672124862543,0.540680356263445,-3.4999,2.0001,NaN,NaN,665.631106727714
36C,NA,NA,NA,NA,NA,NA,NA
38C,5.32718222825759,0,-3.5,2,NaN,NaN,28.9885772746323
40C,2.67140872410378,0,-3.5,2,NaN,NaN,57.5493969390532
32C,0,4.59071024341216,3.5,-1.99990116479871,NaN,0,160.396941927479
34C,0,4.18759160959926,3.5,-2,NaN,0,149.054870367042
36C,0,1.40698404805702,3.5,-1.9999,NaN,0,164.827718581312
38C,0.645946191328665,7.35950245728972,3.5,-1.9999,NaN,NaN,9.75623032060956
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.30627741625459,3.5,2.00000254063488,-Inf,0,159.973280100014
34C,0,2.66413142286754,3.5,2.00009892384491,-Inf,0,154.069636887037
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.957116811170723,0,3.5001,2,-Inf,Inf,36.2364218525362
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,7.60204679282332,1.44919669284561,-3.4999,2.5001,NaN,NaN,347.490484849346
34C,NA,NA,NA,NA,NA,NA,NA
36C,15.456618306211,0.553283866526369,-3.4999,2.5,NaN,NaN,16.7529178407602
38C,6.6306311473564,0,-3.5,2.5,NaN,NaN,51.3576368775549
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,4.74563114582732,3.5,-2.49991023151121,NaN,0,160.377172471045
34C,0,4.37005783671861,3.5,-2.5,NaN,0,148.256345750353
36C,0,1.42914031794123,3.5,-2.4999,NaN,0,169.173248937204
38C,0.630395598893173,8.44598486593266,3.5,-2.4999,NaN,NaN,10.1703596423112
40C,0.591903048983579,1.93788716474127,3.5001,-2.4999,NaN,NaN,597.511402557298
32C,0,3.14200674591706,3.5,2.5001,-Inf,0,159.854799330545
34C,0,2.46019639620342,3.5,2.5,-Inf,0,154.478713949024
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.31072751191158,1.44919641575238,-3.4999,3.0001,NaN,NaN,347.490484851113
34C,1.49132936173329,0.52676875175821,-3.4999,3.0001,NaN,NaN,678.796552233132
36C,NA,NA,NA,NA,NA,NA,NA
38C,8.00003619848397,0,-3.5,3,NaN,NaN,71.6690326170609
40C,4.04270509176828,0,-3.5,3,NaN,NaN,119.016709308468
32C,0,4.89901032156205,3.5,-2.999903307299,NaN,0,160.340366556465
34C,0,4.55109613049463,3.5,-3,NaN,0,147.433551556047
36C,1.16335131076007,1.39438034536169,3.5,-2.9999,NaN,NaN,173.09951827309
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.99091052863231,3.5,3.0001,-Inf,0,159.739748896451
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.81396419373368,1.44919791213707,-3.4999,3.5001,NaN,NaN,347.49048483826
34C,30.3975387481504,0.646439233046471,-3.4999,3.5,NaN,NaN,52.065210198601
36C,NA,NA,NA,NA,NA,NA,NA
38C,9.41095187823736,0,-3.5,3.5,NaN,NaN,88.9700009831491
40C,4.74109033186008,0,-3.5,3.5,NaN,NaN,141.481343583256
32C,0,5.05125362730201,3.5,-3.49991023300057,NaN,0,160.286534736045
34C,0,4.73096113626097,3.5,-3.5,NaN,0,146.591143171043
36C,2.09337220938502,1.37660118425877,3.5,-3.4999,NaN,NaN,176.45530087153
38C,0.607943019010754,10.6600530910135,3.5,-3.4999,NaN,NaN,11.1546142121276
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.81278039556803,3.5,3.50005346346643,-Inf,0,159.617516891662
34C,0,2.06985201860726,3.5,3.5,-Inf,0,155.176265117778
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.95380582016156,1.44919442425148,-3.4999,4.0001,NaN,NaN,347.490484850438
34C,1.49259673545051,0.519751366997795,-3.4999,4.0001,NaN,NaN,673.153352576232
36C,NA,NA,NA,NA,NA,NA,NA
38C,10.8474627384002,0,-3.5,4,NaN,NaN,103.527094923812
40C,1.5198784033297,0,-3.4999,4,NaN,NaN,261.519497815052
32C,0,5.20250655561093,3.5,-3.99990082891485,NaN,0,160.215817932027
34C,0,4.90965121830964,3.5,-4,NaN,0,145.733691355353
36C,2.87528196055628,1.36650145601833,3.5,-3.9999,NaN,NaN,179.41228929504
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.63874789072839,3.5,4.0001,-Inf,0,159.485945084389
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.72859165945729,1.44919641485105,-3.4999,4.5001,NaN,NaN,347.490484845244
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,2.50578052730836,0,-3.4999,4.5,NaN,NaN,174.326458579969
40C,1.47210873977713,0,-3.4999,4.5,NaN,NaN,268.10628056064
32C,0,5.35193854638645,3.5,-4.5,NaN,0,160.128405373005
34C,0,5.08517662670265,3.5,-4.5,NaN,0,144.865683466135
36C,3.57994657144744,1.35985014301456,3.5,-4.4999,NaN,NaN,182.059520818075
38C,0.503241536929721,0.687612328130709,3.5001,-4.4999,NaN,NaN,375.268878307239
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.460543029244509,2.6019586051341,3.5,4.5001,-2.62543235581734,0.371028999237611,162.984859835082
34C,0.412643665547022,1.77039665388697,3.5,4.50007794043247,-3.64324028413787,0.425771223570877,159.035903029712
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.27024785615927,1.4491860086507,-3.4999,5.0001,NaN,NaN,347.490484841713
34C,1.50535456244366,0.515508829272519,-3.4999,5.0001,NaN,NaN,663.083218039192
36C,17.702770982913,0,-3.4999,5,NaN,NaN,21.3021243484832
38C,2.42328592937787,0,-3.4999,5,NaN,NaN,178.753835709958
40C,1.44556417921952,0,-3.4999,5,NaN,NaN,273.185842766145
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,5.26404572868432,3.5,-5,NaN,0,143.991022734852
36C,4.23655900086212,1.35519252658391,3.5,-4.9999,NaN,NaN,184.455503462533
38C,0.502663416670182,0.694334301073,3.5001,-4.9999,NaN,NaN,375.062683379816
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.459133649955997,2.42027384580717,3.5,5.0001,-2.96845583753036,0.364403034614208,162.787203869019
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.609789753236898,0.495932943845446,3.5001,5,-6.60717991995184,0.927756073243223,140.118572327165
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.8342231190532,1.21223949197615,-3.9999,1e-04,NaN,NaN,351.803584641115
34C,1.30653918110148,1.08331922712606,-4,0,1,NaN,385.173774579487
36C,1.31153088220083,1.16759949376776,-3.99997379215585,1e-04,NaN,NaN,385.652604980265
38C,NA,NA,NA,NA,NA,NA,NA
40C,1.41108880722099,2.7975907937481,-4,1e-04,NaN,NaN,315.64750299104
32C,0,1.86490957266419,4,1e-04,-Inf,0,202.245077959754
34C,0,1.25570372937818,4,1e-04,-Inf,0,198.83118833977
36C,0,1.24922530779003,4,1e-04,-Inf,0,150.90238902291
38C,0.5389605126659,3.18555307443647,4,0,1,Inf,12.416851064186
40C,0.542236375886321,1.25053873197761,4,1e-04,0.975712260422122,131.696958871794,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.6496290419245,0.589868644112761,-3.9999,0.5001,NaN,NaN,459.066761251174
34C,NA,NA,NA,NA,NA,NA,NA
36C,3.95782649949873,0.595981984050879,-3.9999,0.5001,NaN,NaN,220.937435242583
38C,4.22494084729939,1.9024713711551,-3.9999,0.5,NaN,NaN,5.07295500243012
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.87711813876048,4,-0.4999,NaN,0,203.254506790789
34C,0,1.28419676060085,4,-0.4999,NaN,0,200.588967409535
36C,0,1.2779434570352,4,-0.4999,NaN,0,155.227953571733
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.86246213758075,4,0.5001,-Inf,0,201.204985934878
34C,0,1.22686038863321,4,0.5001,-Inf,0,197.132966313848
36C,0,1.21873667267062,4,0.5001,-Inf,0,146.560755664673
38C,0.561984623012951,2.0733725199682,4,0.5,-0.310129158331984,1.47254488228695,14.3180902883407
40C,0.786856314091506,0.508784599558162,4.0001,0.5001,-1.23536865023227,3.5171244486252,212.705054692564
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.55879881472162,0.533098321927832,-3.9999,1.0001,NaN,NaN,474.714219444484
34C,33.1667208619792,1.06291191752372,-3.9999,1,NaN,NaN,47.1159881222371
36C,3.95782936737974,0.552759929816216,-3.9999,1.0001,NaN,NaN,220.937435242804
38C,4.20036900099569,0.875630694180988,-4,1,NaN,NaN,7.15416006540822
40C,1.63735948862214,3.04896130825895,-4,1,NaN,NaN,7.42893382253261
32C,0,1.89425075790672,4,-0.9999,NaN,0,204.240695750375
34C,0,1.31237394654876,4,-0.9999,NaN,0,202.398096625539
36C,0,1.30448873074333,4,-0.9999,NaN,0,159.499470719055
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,4.27522315300705,4,1.0001,-Inf,0,171.878053739847
34C,0,1.1976566671086,4,1.0001,-Inf,0,195.500677209442
36C,0,1.18689172829587,4,1.0001,-Inf,0,142.213817983163
38C,0.539552622752819,0.90047408432635,4,1,-1.86931007000021,1.54814377375969,16.3221204804486
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,35.3065203698019,1.24894404372996,-3.9999,1.5,NaN,NaN,54.7648783020286
34C,1.50403713864018,0.554167766466705,-3.9999,1.5001,NaN,NaN,673.092652745314
36C,16.9819117509862,0.859271717134662,-3.9999,1.5,NaN,NaN,17.6008306661759
38C,4.36085822945921,0,-4,1.5,NaN,NaN,10.7348755180451
40C,2.04914011207141,0,-4,1.5,NaN,NaN,21.2855414801784
32C,0,1.9133653780683,4,-1.4999,NaN,0,205.20851719927
34C,0,1.34026073678606,4,-1.4999,NaN,0,204.249662146956
36C,0,1.32866696913602,4,-1.4999,NaN,0,163.676484720869
38C,0.435010358804698,6.3585124005531,4,-1.5,NaN,NaN,10.2894941342612
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,4.09090516049122,4,1.5001,-Inf,0,171.769119742556
34C,0,1.16820259461627,4,1.5001,-Inf,0,193.937165063858
36C,0,1.15526937318454,4,1.5001,-Inf,0,137.789623257316
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,35.2759183484948,1.16781987723663,-3.9999,2,NaN,NaN,55.5637438390754
34C,1.52421893016927,0.539220302207266,-3.9999,2.0001,NaN,NaN,662.321046848847
36C,NA,NA,NA,NA,NA,NA,NA
38C,5.62736730196502,0,-4,2,NaN,NaN,28.457282922065
40C,2.71701100487067,0,-4,2,NaN,NaN,57.4630298424276
32C,0,1.93419793603857,4,-1.9999,NaN,0,206.161541724126
34C,0,1.36785912451562,4,-1.9999,NaN,0,206.1347814499
36C,0,1.35044322900008,4,-1.9999,NaN,0,167.725738968591
38C,0.41380049292207,7.42448957453796,4,-1.9999,NaN,NaN,10.4010199927421
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.90428729087779,4,2.00009556415495,-Inf,0,171.649546917578
34C,0,1.13827609987857,4,2.0001,-Inf,0,192.439276151812
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.703826900457986,0,4.00007218381824,2,-Inf,Inf,36.3201441388605
40C,0.505735440955113,0.499985445632615,4.0001,2,-4.62483835470701,1.42234005280949,460.777382321824
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.50968599264099,0.509095497324148,-3.9999,2.5001,NaN,NaN,480.642417510361
34C,1.49598875715312,0.531290071399743,-3.9999,2.5001,NaN,NaN,674.210028593993
36C,17.0431805126771,0.557564878318006,-3.9999,2.5,NaN,NaN,17.8125415725491
38C,6.99944082124637,0,-4,2.5,NaN,NaN,50.7247506019171
40C,3.40787716716316,0,-4,2.5,NaN,NaN,91.1652370798492
32C,0,1.95616286473032,4,-2.4999,NaN,0,207.102517035163
34C,0,1.39519670635489,4,-2.4999,NaN,0,208.045063495553
36C,0.0618362762982646,1.36769642518166,4,-2.4999,NaN,NaN,171.622830083373
38C,0.397864063535629,8.50534539122524,4,-2.4999,NaN,NaN,10.6894083996704
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.72363971321632,4,2.5001,-Inf,0,171.521881766903
34C,0,1.10808402630291,4,2.5001,-Inf,0,190.994057029337
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.784727894722231,0,4.0001,2.5,-Inf,Inf,57.5571971400888
